"[u'cricket', u'lanka', u'herath', u'sri', u'spinner', u'board', u'time', u'matches', u'wickets', u'world', u'internationals', u't20', u'muralitharan', u'saying', u'endeavours', u'en', u'retired', u'twenty20', u'quoted', u'feel']",Non-Tech
"[u'rosberg', u'chinese', u'pole', u'qualifying', u'champion', u'grid', u'hamilton', u'world', u'mercedes', u'position', u'quicker', u'vettel', u'due', u'prix', u'set', u'finn', u'carrying', u'clocked', u'winner', u'raikkonen']",Non-Tech
"[u'murray', u'nadal', u'final', u'monte', u'carlo', u'monfils', u'match', u'masters', u'times', u'game', u'set', u'second', u'thats', u'today', u'winning', u'break', u'tomorrow', u'last', u'clay', u'won']",Non-Tech
"[u'pakistan', u'coach', u'cricket', u'inzamam-ul-haq', u'chief', u'set', u'selector', u'afghan', u'shaharyar', u'head', u'batting', u'former', u'khan', u'board', u'acb', u'stanikzai', u'inzamam', u'world', u'super', u'stage']",Non-Tech
"[u'wenger', u'arsenals', u'title', u'side', u'league', u'think', u'arsenal', u'call', u'palace', u'fading', u'arsene', u'points', u'time', u'leicester', u'ham', u'wengers', u'petr', u'pressure', u'strong', u'last']",Non-Tech
"[u'india', u'malaysia', u'australia', u'shah', u'cup', u'azlan', u'final', u'last', u'sultan', u'victory', u'league', u'times', u'zealand', u'points', u'hosts', u'singh', u'title', u'hockey', u'match', u'world']",Non-Tech
"[u'mchale', u'keys', u'stosur', u'australia', u'set', u'match', u'madison', u'cup', u'gavrilova', u'lead', u'forehand', u'fed', u'2-0', u'tie', u'group', u'world', u'win', u'australian', u'pretty', u'captain']",Non-Tech
"[u'malinga', u'board', u'asked', u'slc', u'without', u'explain', u'permission', u'joining', u't20', u'cricket', u'world', u'fitness', u'sri', u'hierarchy', u'sources', u'mumbai', u'main', u'ipl', u'indians', u'tournament']",Non-Tech
"[u'mergea', u'bopanna', u'monte', u'carlo', u'florin', u'tennis', u'indian', u'pair', u'masters', u'rohan', u'defeat', u'duty', u'first-round', u'murray', u'indo-romanian', u'partner', u'clash', u'romanian', u'condemned', u'mens']",Non-Tech
"[u'madrid', u'barcelona', u'real', u'getafe', u'la', u'liga', u'pressure', u'league', u'win', u'goal', u'5-1', u'benzema', u'point', u'champions', u'ronaldo', u'coach', u'struck', u'early', u'atletico', u'week']",Non-Tech
"[u'australia', u'india', u'minute', u'times', u'record', u'tournament', u'ghodes', u'cup', u'sultan', u'first', u'win', u'final', u'4-0', u'craig', u'shah', u'scored', u'azlan', u'won', u'world', u'quarter']",Non-Tech
"[u'rosberg', u'hamilton', u'third', u'prix', u'grand', u'wins', u'chinese', u'vettel', u'nico', u'front', u'race', u'last', u'victory', u'raikkonen', u'ricciardo', u'win', u'early', u'world', u'kvyats', u'mercedes']",Non-Tech
"[u'robinson', u'philadelphia', u'jackie', u'years', u'phillies', u'dodgers', u'baseball', u'chapman', u'league', u'season', u'eig', u'robinsons', u'major', u'player', u'apology', u'resolution', u'game', u'monarchs', u'first', u'council']",Non-Tech
"[u'islanders', u'arbour', u'coach', u'father', u'times', u'figure', u'al', u'team', u'players', u'family', u'career', u'played', u'gillies', u'cup', u'arbours', u'stanley', u'huntington', u'won', u'days', u'first']",Non-Tech
"[u'yankees', u'mr.', u'stadium', u'levine', u'socialism', u'public', u'brodsky', u'million', u'york', u'times', u'pay', u'subsidy', u'dont', u'revenue', u'bonds', u'taxes', u'federal', u'baseball', u'tax-exempt', u'bernie']",Non-Tech
"[u'monte', u'nadal', u'carlo', u'6-1', u'6-4', u'muguruza', u'murray', u'world', u'monfils', u'fed', u'group', u'title', u'playoff', u'andy', u'4', u'beat', u'host', u'masters', u'surez', u'cup']",Non-Tech
"[u'dunn', u'soccer', u'crystal', u'times', u'team', u'player', u'game', u'national', u'dunns', u'im', u'johnston', u'states', u'united', u'hard', u'cup', u'goals', u'time', u'years', u'23', u'carolina']",Non-Tech
"[u'video', u'lin', u'fouls', u'kuei', u'hard', u'jeremy', u'fan', u'highlights', u'times', u'season', u'fans', u'media', u'letter', u'league', u'taiwan', u'n.b.a', u'wei', u'rules', u'foul', u'attention']",Non-Tech
"[u'figure', u'skating', u'players', u'skaters', u'faster', u'aidelbaum', u'turn', u'skater', u'reinhart', u'hockey', u'n.h.l', u'training', u'bozak', u'league', u'ice', u'coach', u'sabres', u'vancouver', u'years', u'underhill']",Non-Tech
"[u'yankees', u'mariners', u'sabathia', u'runners', u'times', u'base', u'first', u'third', u'second', u'inning', u'fifth', u'scoring', u'ball', u'game', u'run', u'hernandez', u'rodriguez', u'innings', u'beltran', u'home']",Non-Tech
"[u'women', u'race', u'boston', u'marathon', u'gibb', u'men', u'years', u'running', u'run', u'first', u'way', u'woman', u'course', u'world', u'daughter', u'sports', u'allowed', u'went', u'wanted', u'onto']",Non-Tech
"[u'league', u'loss', u'united', u'relegation', u'villas', u'aston', u'top', u'points', u'villa', u'madrid', u'season', u'behind', u'sunderland', u'premier', u'barcelona', u'leagues', u'gave', u'newcastle', u'victory', u'visiting']",Non-Tech
"[u'hit', u'inning', u'home', u'run', u'hits', u'runs', u'nationals', u'seventh', u'phillies', u'first', u'homer', u'straight', u'innings', u'fifth', u'4', u'games', u'two-run', u'visiting', u'homered', u'struck']",Non-Tech
"[u'pacquiao', u'boxing', u'manny', u'future', u'bradley', u'fight', u'fighters', u'round', u'first', u'mayweather', u'roach', u'sport', u'seemed', u'hand', u'time', u'retire', u'retirement', u'sent', u'half', u'world']",Non-Tech
"[u'rangers', u'penguins', u'game', u'second', u'lundqvist', u'brassard', u'pittsburgh', u'played', u'goals', u'puck', u'period', u'playoff', u'play', u'miller', u'goal', u'kreider', u'found', u'zatkoff', u'scoring', u'power']",Non-Tech
"[u'fouls', u'n.b.a', u'lin', u'flagrant', u'video', u'times', u'york', u'kuei', u'jeremy', u'article', u'players', u'among', u'foul', u'wrote', u'drawn', u'officiating', u'instances', u'head', u'hard', u'leaguewide']",Non-Tech
"[u'win', u'hamilton', u'rosberg', u'mate', u'race', u'team', u'seventh', u'vettel', u'prix', u'extends', u'last', u'ahead', u'first', u'finished', u'streak', u'collision', u'grand', u'early', u'third', u'german']",Non-Tech
"[u'marathon', u'women', u'running', u'boston', u'years', u'first', u'gibb', u'race', u'ago', u'womens', u'run', u'olympic', u'sports', u'runners', u'finish', u'loved', u'winfrey', u'men', u'ladies', u'ran']",Non-Tech
"[u'game', u'league', u'all-star', u'silver', u'jerseys', u'allow', u'n.b.a', u'carolina', u'york', u'ads', u'north', u'gun', u'teams', u'issue', u'owners', u'logos', u'sponsor', u'leagues', u'fans', u'team']",Non-Tech
"[u'game', u'bryants', u'kobe', u'finale', u'points', u'score', u'season', u'bryant', u'final', u'60', u'scored', u'considered', u'n.b.a', u'fans', u'daviss', u'shots', u'fewer', u'set', u'likely', u'statistic']",Non-Tech
"[u'win', u'erik', u'larson', u'laps', u'final', u'restart', u'jones', u'kyle', u'bristol', u'speedway', u'past', u'held', u'tennessee', u'motor', u'busch', u'xfinity', u'series', u'200', u'led', u'race-high']",Non-Tech
"[u'curry', u'warriors', u'stephen', u'times', u'well', u'game', u'rockets', u'golden', u'houston', u'kerr', u'season', u'last', u'state', u'guard', u'second', u'games', u'playoff', u'states', u'points', u'coach']",Non-Tech
"[u'soccer', u'team', u'world', u'u.s.', u'equal', u'national', u'pay', u'cup', u'womens', u'federation', u'women', u'last', u'united', u'years', u'mens', u'players', u'states', u'money', u'yes', u'weve']",Non-Tech
"[u'locker', u'room', u'visiting', u'arena', u'players', u'wizards', u'rooms', u'adams', u'sleep', u'train', u'teams', u'home', u'sessions', u'long', u'league', u'last', u'kings', u'center', u'team', u'gooden']",Non-Tech
"[u'college', u'olympic', u'athletes', u'ledecky', u'swimming', u'goes', u'sports', u'franklin', u'money', u'really', u'pro', u'swim', u'music', u'bowman', u'dont', u'grenardo', u'n.c.a.a', u'even', u'university', u'student-athletes']",Non-Tech
"[u'mexico', u'u.n.l.v', u'menzies', u'coach', u'years', u'states', u'marvin', u'assistant', u'agreed', u'moved', u'sudden', u'basketball', u'agreeing', u'less', u'state', u'exit', u'weeks', u'texas', u'five-year', u'ago']",Non-Tech
"[u'ledecky', u'200', u'seconds', u'katie', u'phelps', u'won', u'free', u'finished', u'third', u'days', u'friis', u'1:57.90', u'third-fastest', u'series', u'pro', u'800-meter', u'individual', u'100', u'lotte', u'freestyle']",Non-Tech
"[u'harvey', u'sixth', u'matt', u'times', u'last', u'inning', u'hitters', u'game', u'mets', u'indians', u'strike', u'season', u'innings', u'ball', u'first', u'lost', u'guys', u'strikeout', u'happened', u'collins']",Non-Tech
"[u'goal', u'capitals', u'stars', u'scored', u'puck', u'game', u'mason', u'flyers', u'series', u'second', u'first', u'period', u'roussel', u'lead', u'net', u'night', u'playoff', u'philadelphia', u'line', u'chimera']",Non-Tech
"[u'miller', u'times', u'bike', u'race', u'cheat', u'swim', u'ironman', u'athletes', u'course', u'chip', u'time', u'timing', u'canada', u'people', u'young', u'millers', u'races', u'davis', u'even', u'marathon']",Non-Tech
"[u'father', u'years', u'golf', u'scott', u'balance', u'watson', u'last', u'world', u'lot', u'wife', u'time', u'daughter', u'family', u'1', u'top', u'10', u'players', u'im', u'age', u'woods']",Non-Tech
"[u'reid', u'olympics', u'women', u'sport', u'matchplay', u'mixed', u'golf', u'event', u'needs', u'players', u'part', u'gold', u'solheim', u'olympic', u'last', u'think', u'feel', u'way', u'something', u'cricket']",Non-Tech
"[u'villa', u'red', u'bulls', u'scoring', u'minute', u'n.y.c.f.c', u'loss', u'columbus', u'york', u'season', u'goals', u'goal', u'scored', u'drought', u'kick', u'game', u'host', u'last', u'games', u'colorado']",Non-Tech
"[u'lanka', u'sri', u'herath', u'cricket', u'twenty20', u'spinner', u'board', u'time', u'matches', u'wickets', u'world', u'internationals', u'muralitharan', u'saying', u'en', u'retired', u'quoted', u'feel', u'successfully', u'burden']",Non-Tech
"[u'season', u'cup', u'playoffs', u'games', u'n.h.l', u'first', u'last', u'won', u'round', u'vs.', u'1', u'postseason', u'rangers', u'series', u'florida', u'defenseman', u'capitals', u'team', u'chicago', u'flyers']",Non-Tech
"[u'degrom', u'mets', u'collins', u'florida', u'newborn', u'jacob', u'family', u'throw', u'medical', u'hes', u'stacey', u'first', u'think', u'dont', u'spoken', u'child', u'son', u'baby', u'manager', u'bullpen']",Non-Tech
"[u'editor', u'sports', u're', u'york', u'april', u'years', u'mantle', u'team', u'industry', u'augusta', u'robinson', u'brooklyn', u'public', u'players', u'tennis', u'dodgers', u'wimbledon', u'attend', u'jackie', u'yet']",Non-Tech
"[u'university', u'swoopes', u'players', u'season', u'athletes', u'last', u'womens', u'basketball', u'sheryl', u'coach', u'mistreated', u'chicago', u'investigation', u'led', u'according', u'asked', u'statement', u'transferred', u'three-time', u'houston']",Non-Tech
"[u'auriemma', u'coach', u'uconn', u'illness', u'hospitalized', u'undisclosed', u'school', u'feeling', u'saying', u'says', u'parade', u'resting', u'wnba', u'guided', u'reporters', u'bradley', u'62-year-old', u'national', u'honored', u'11th']",Non-Tech
"[u'q', u'miller', u'coach', u'times', u'analyst', u'reggie', u'warriors', u'a.', u'win', u'lebron', u'hes', u'cavs', u'playoffs', u'ping-pong', u'around', u'james', u'drake', u'team', u'summer', u'oh']",Non-Tech
"[u'spieth', u'jordan', u'tough', u'willett', u'green', u'spieths', u'hit', u'augusta', u'holes', u'jacket', u'shot', u'putting', u'round', u'even', u'strokes', u'masters', u'swing', u'big', u'game', u'lost']",Non-Tech
"[u'auriemma', u'hospitalized', u'feeling', u'university', u'geno', u'saying', u'coach', u'resting', u'bradley', u'locks', u'62', u'illness', u'comfortably', u'windsor', u'hospital', u'connecticuts', u'statement', u'taken', u'international', u'undisclosed']",Non-Tech
"[u'titles', u'semenya', u'times', u'800', u'won', u'400', u'1,500', u'hours', u'championships', u'world', u'first', u'olympic', u'set', u'ran', u'win', u'national', u'within', u'800-meter', u'meters', u'suspended']",Non-Tech
